# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uy_initial              	Uy_final                	Uy_iters                	U_converged             	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             	omega_solver            	omega_initial           	omega_final             	omega_iters             	omega_converged         
327                     	smoothSolver	1.0269082550687260e-06	3.3979965152862358e-08	2	4.9056305082915151e-06	2.0667947568683141e-07	2	false	smoothSolver	2.8849851299569870e-08	1.6399001151659431e-09	2	true	GAMG	2.3468214954324479e-06	2.3341546068213941e-07	24	true	smoothSolver	1.2467639207427129e-10	2.4040750182189721e-11	1	true
328                     	smoothSolver	1.0192339079437760e-06	3.3238916214051337e-08	2	4.8701073204723848e-06	2.0388167972625510e-07	2	false	smoothSolver	2.8484848863656261e-08	1.6242244376815539e-09	2	true	GAMG	2.2955353241413509e-06	2.2039247186836909e-07	26	true	smoothSolver	1.2341490376265301e-10	2.3798921756924440e-11	1	true
329                     	smoothSolver	1.0117441195444080e-06	3.2536435703460688e-08	2	4.8351428888932193e-06	2.0091641273691179e-07	2	false	smoothSolver	2.8120049844942221e-08	1.6084926249045170e-09	2	true	GAMG	2.2261209916011971e-06	2.1336012136697651e-07	26	true	smoothSolver	1.2235723769703210e-10	2.3563533153786021e-11	1	true
330                     	smoothSolver	1.0036869589025521e-06	3.1834391692898383e-08	2	4.7975855389358319e-06	1.9786847750180809e-07	2	false	smoothSolver	2.7756561696639859e-08	1.5929967200340350e-09	2	true	GAMG	2.1654343610051272e-06	2.0785196924975581e-07	26	true	smoothSolver	1.2129218679900380e-10	2.3329882485120729e-11	1	true
331                     	smoothSolver	9.9548759864864274e-07	3.1155732699002232e-08	2	4.7590751546404316e-06	1.9470391932912910e-07	2	false	smoothSolver	2.7391099274401811e-08	1.5776690743682761e-09	2	true	GAMG	2.1035236888973448e-06	2.0334500904972330e-07	26	true	smoothSolver	1.2023197634077720e-10	2.3096582347827519e-11	1	true
332                     	smoothSolver	9.8708024152630334e-07	3.0498678720016417e-08	2	4.7195315200338681e-06	1.9143710914596521e-07	2	false	smoothSolver	2.7025997714615091e-08	1.5624154697114229e-09	2	true	GAMG	2.0422768559771888e-06	1.9989099972832599e-07	26	true	smoothSolver	1.1912900171816319e-10	2.2865391016319549e-11	1	true
333                     	smoothSolver	9.7847072751894050e-07	2.9864102117080462e-08	2	4.6789711216416149e-06	1.8807133616889299e-07	2	false	smoothSolver	2.6660046194329042e-08	1.5472212977779261e-09	2	true	GAMG	1.9820141810395602e-06	1.9748988325698890e-07	26	true	smoothSolver	1.1798044466842401e-10	2.2636497056583800e-11	1	true
334                     	smoothSolver	9.6967167328549442e-07	2.9255229984585790e-08	2	4.6374159814744656e-06	1.8461778246778861e-07	2	false	smoothSolver	2.6294690879810659e-08	1.5321683228671220e-09	2	true	GAMG	1.9231157786004440e-06	1.8766466426437969e-07	28	true	smoothSolver	1.1676968233220859e-10	2.2406409985861311e-11	1	true
335                     	smoothSolver	9.6077863188613269e-07	2.8676952547897800e-08	2	4.5953558824652167e-06	1.8108429860965369e-07	2	false	smoothSolver	2.5931920900649879e-08	1.5171265879111310e-09	2	true	GAMG	1.8598637297279259e-06	1.8288719515678919e-07	28	true	smoothSolver	1.1554657335487510e-10	2.2179944408168911e-11	1	true
336                     	smoothSolver	9.5165584285754626e-07	2.8122986060633459e-08	2	4.5518090627743340e-06	1.7749771423844601e-07	2	false	smoothSolver	2.5569888146339319e-08	1.5022730221720190e-09	2	true	GAMG	1.8046408176657050e-06	1.7946007056597059e-07	28	true	smoothSolver	1.1437357922196820e-10	2.1957107017712148e-11	1	true
337                     	smoothSolver	9.4247819802309709e-07	2.7605674882315060e-08	2	4.5078342932159536e-06	1.7384785610082949e-07	2	false	smoothSolver	2.5208242586985121e-08	1.4875028979249581e-09	2	true	GAMG	1.7507909233541049e-06	1.7042049875934910e-07	30	true	smoothSolver	1.1322943899219470e-10	2.1738205499528651e-11	1	true
338                     	smoothSolver	9.3325200973833088e-07	2.7126294006155900e-08	2	4.4635526396751206e-06	1.7014886822772740e-07	2	false	smoothSolver	2.4850541594542760e-08	1.4728899388413570e-09	2	true	GAMG	1.6938380825873181e-06	1.6513269445914549e-07	30	true	smoothSolver	1.1217199515945900e-10	2.1523321511380689e-11	1	true
339                     	smoothSolver	9.2390008762906782e-07	2.6683915729293728e-08	2	4.4182166110196246e-06	1.6642531664235799e-07	2	false	smoothSolver	2.4496199978274370e-08	1.4584688545895561e-09	2	true	GAMG	1.6425043889911971e-06	1.6115485756507781e-07	30	true	smoothSolver	1.1105187268394869e-10	2.1309184768585780e-11	1	true
340                     	smoothSolver	9.1456649739788305e-07	2.6285400697457141e-08	2	4.3725794987395803e-06	1.6267919137855250e-07	2	false	smoothSolver	2.4146240096262310e-08	1.4441663545816811e-09	2	true	GAMG	1.5916381201682931e-06	1.5829581983966120e-07	30	true	smoothSolver	1.0987721068361090e-10	2.1095501811127981e-11	1	true
341                     	smoothSolver	9.0524539204579489e-07	2.5934278889606069e-08	2	4.3265911696112349e-06	1.5892435353448479e-07	2	false	smoothSolver	2.3803509034395121e-08	1.4299604584234160e-09	2	true	GAMG	1.5428198191322251e-06	1.5142997974970529e-07	32	true	smoothSolver	1.0864672206903360e-10	2.0879935379402820e-11	1	true
342                     	smoothSolver	8.9597979038934011e-07	2.5633154556100001e-08	2	4.2805699875921072e-06	1.5517923583382341e-07	2	false	smoothSolver	2.3468484111889609e-08	1.4159326427933809e-09	2	true	GAMG	1.4926229530609339e-06	1.4739999951809049e-07	32	true	smoothSolver	1.0743269744796170e-10	2.0666843793075889e-11	1	true
343                     	smoothSolver	8.8677658220080874e-07	2.5385133893545549e-08	2	4.2339849723653793e-06	1.5146071363261701e-07	2	false	smoothSolver	2.3142089247265400e-08	1.4020293217648250e-09	2	true	GAMG	1.4471755722716170e-06	1.4446148603069791e-07	32	true	smoothSolver	1.0620216437974630e-10	2.0455421515226391e-11	1	true
344                     	smoothSolver	8.7770906539483386e-07	2.5193522308134050e-08	2	4.1873651725917789e-06	1.4778108355143380e-07	2	false	smoothSolver	2.2821386775001788e-08	1.3882842168200179e-09	2	true	GAMG	1.4027552454772930e-06	1.3830566295778800e-07	34	true	smoothSolver	1.0498910740138810e-10	2.0243518374414820e-11	1	true
345                     	smoothSolver	8.6880702816741747e-07	2.5062753790194298e-08	2	4.1408412439863961e-06	1.4415403351594489e-07	2	false	smoothSolver	2.2506200426559460e-08	1.3747998924843569e-09	2	true	GAMG	1.3578415041687979e-06	1.3435795627555479e-07	34	true	smoothSolver	1.0379819189584461e-10	2.0034708782338759e-11	1	true
346                     	smoothSolver	8.6010968297485075e-07	2.4994772258610061e-08	2	4.0940756467057829e-06	1.4060074667237900e-07	2	false	smoothSolver	2.2197934105337802e-08	1.3614147473696159e-09	2	true	GAMG	1.3170240195969510e-06	1.3146359437326580e-07	34	true	smoothSolver	1.0260120799661090e-10	1.9827464346797860e-11	1	true
347                     	smoothSolver	8.5168281872260610e-07	2.4992166870956539e-08	2	4.0475260680987453e-06	1.3713159279634709e-07	2	false	smoothSolver	2.1895232215635030e-08	1.3481228152611210e-09	2	true	GAMG	1.2781888448757250e-06	1.2603473702177121e-07	36	true	smoothSolver	1.0143093076709950e-10	1.9622259740450381e-11	1	true
348                     	smoothSolver	8.4355929970640961e-07	2.5057062782700081e-08	2	4.0012391615733269e-06	1.3376189669989011e-07	2	false	smoothSolver	2.1596515433883861e-08	1.3349178777135539e-09	2	true	GAMG	1.2405577313928731e-06	1.2236381540320900e-07	36	true	smoothSolver	1.0028550506522810e-10	1.9420254190727451e-11	1	true
349                     	smoothSolver	8.3574812393172700e-07	2.5189803911349971e-08	2	3.9549196053855879e-06	1.3050966256319741e-07	2	false	smoothSolver	2.1305427841141120e-08	1.3218674607035111e-09	2	true	GAMG	1.2074658102652989e-06	1.1977221383720040e-07	36	true	smoothSolver	9.9135252929031767e-11	1.9220231529331321e-11	1	true
350                     	smoothSolver	8.2832016781654322e-07	2.5390497242554079e-08	2	3.9089272512424647e-06	1.2738456747769571e-07	2	false	smoothSolver	2.1020445989671789e-08	1.3089649041376940e-09	2	true	GAMG	1.1768336198481580e-06	1.1698755392481430e-07	37	true	smoothSolver	9.8005376178726846e-11	1.9020757580610990e-11	1	true
351                     	smoothSolver	8.2116700530425977e-07	2.5658993157915151e-08	2	3.8634809168812922e-06	1.2440279212103899e-07	2	false	smoothSolver	2.0739798809169570e-08	1.2963647354460389e-09	2	true	GAMG	1.1260417152600439e-06	1.1246941124982380e-07	38	true	smoothSolver	9.6897369755332890e-11	1.8821699433910959e-11	1	true
352                     	smoothSolver	8.1485427791919367e-07	2.6001331164970399e-08	2	3.8175769904515061e-06	1.2163053548289350e-07	2	false	smoothSolver	2.0464943624410328e-08	1.2838955575128110e-09	2	true	GAMG	1.1075306742666399e-06	1.1004094798807580e-07	37	true	smoothSolver	9.5815141702393274e-11	1.8626802914016890e-11	1	true
353                     	smoothSolver	8.0879537268335403e-07	2.6397548521310868e-08	2	3.7723628162698472e-06	1.1895777515581690e-07	2	false	smoothSolver	2.0196726977112079e-08	1.2715270148889081e-09	2	true	GAMG	1.0822774699367781e-06	1.0687699956029080e-07	39	true	smoothSolver	9.4719555627747773e-11	1.8431473795984399e-11	1	true
354                     	smoothSolver	8.0265722341857901e-07	2.6838377872665170e-08	2	3.7279373882071669e-06	1.1639935458218629e-07	2	false	smoothSolver	1.9934100933056909e-08	1.2593295826242309e-09	2	true	GAMG	1.0564463826121260e-06	1.0425863638856900e-07	39	true	smoothSolver	9.3656164599877091e-11	1.8237345980011519e-11	1	true
355                     	smoothSolver	7.9780172194202939e-07	2.7347855478898781e-08	2	3.6830304863517512e-06	1.1412764150398230e-07	2	false	smoothSolver	1.9677170714384570e-08	1.2472794928407529e-09	2	true	GAMG	1.0459975788195691e-06	1.0432657457497761e-07	38	true	smoothSolver	9.2593545114467862e-11	1.8045167212780361e-11	1	true
356                     	smoothSolver	7.9275661050063692e-07	2.7869027228763771e-08	2	3.6390974686391971e-06	1.1193750265748990e-07	2	false	smoothSolver	1.9426241795401699e-08	1.2353682336740561e-09	2	true	GAMG	1.0475074818416601e-06	1.0337586783691140e-07	39	true	smoothSolver	9.1541200462899792e-11	1.7853729119829321e-11	1	true
357                     	smoothSolver	7.8823003339184932e-07	2.8423607002933421e-08	2	3.5952056461175401e-06	1.0998068028947080e-07	2	false	smoothSolver	1.9180971584228209e-08	1.2236256858603869e-09	2	true	GAMG	1.0274547692625870e-06	1.0227734897259640e-07	39	true	smoothSolver	9.0501512438246290e-11	1.7663110036185021e-11	1	true
358                     	smoothSolver	7.8445502919962099e-07	2.8991060323807220e-08	2	3.5510732867334112e-06	1.0827227828198250e-07	2	false	smoothSolver	1.8942286042987951e-08	1.2120625230593669e-09	2	true	GAMG	1.0249131915469561e-06	1.0201563458972900e-07	39	true	smoothSolver	8.9486890469945043e-11	1.7474373449742122e-11	1	true
359                     	smoothSolver	7.7996508532026869e-07	2.9507127837556311e-08	2	3.5078896384227891e-06	1.0664660052223220e-07	2	false	smoothSolver	1.8710640238875221e-08	1.2007237000244799e-09	2	true	GAMG	1.0203375570379911e-06	1.0148539630363990e-07	39	true	smoothSolver	8.8475071441984889e-11	1.7287764242803211e-11	1	true
360                     	smoothSolver	7.7609068323153524e-07	3.0013052473365701e-08	2	3.4644477178308661e-06	1.0529917422643910e-07	2	false	smoothSolver	1.8485491489472399e-08	1.1895759862194141e-09	2	true	GAMG	1.0212509657865520e-06	1.0117549264717291e-07	39	true	smoothSolver	8.7482354428097988e-11	1.7102567852497671e-11	1	true
361                     	smoothSolver	7.7078576142404821e-07	3.0455810025187018e-08	2	3.4219208274662769e-06	1.0403897219020670e-07	2	false	smoothSolver	1.8267177690782329e-08	1.1785875393309380e-09	2	true	GAMG	1.0210993588955911e-06	1.0078603936786740e-07	39	true	smoothSolver	8.6494450261344031e-11	1.6919481465135009e-11	1	true
362                     	smoothSolver	7.6597560635713141e-07	3.0885994903541547e-08	2	3.3788957394220150e-06	1.0304986371814990e-07	2	false	smoothSolver	1.8054655472401529e-08	1.1677764907011251e-09	2	true	GAMG	1.0228344111979370e-06	1.0220437604566300e-07	38	true	smoothSolver	8.5543703339137428e-11	1.6738475132548740e-11	1	true
363                     	smoothSolver	7.5981688597333484e-07	3.1253494509110583e-08	2	3.3366887012755340e-06	1.0213660717565510e-07	2	false	smoothSolver	1.7848107734977370e-08	1.1572193540973819e-09	2	true	GAMG	1.0326154248100499e-06	1.0322083491313700e-07	38	true	smoothSolver	8.4583657451391017e-11	1.6558833136616931e-11	1	true
364                     	smoothSolver	7.5326374913715978e-07	3.1595186608693062e-08	2	3.2943060844558880e-06	1.0142815364116799e-07	2	false	smoothSolver	1.7648424348911621e-08	1.1469053172147310e-09	2	true	GAMG	1.0381096294511699e-06	1.0172557054351070e-07	39	true	smoothSolver	8.3619979712666412e-11	1.6379698723468419e-11	1	true
365                     	smoothSolver	7.4593775050188604e-07	3.1896885426252573e-08	2	3.2523218661987500e-06	1.0088547584187230e-07	2	false	smoothSolver	1.7453777980229471e-08	1.1367662939067010e-09	2	true	GAMG	1.0372868655307260e-06	1.0291176459505620e-07	37	true	smoothSolver	8.2713365786732646e-11	1.6204436998914069e-11	1	true
366                     	smoothSolver	7.3894018368691884e-07	3.2171552667723538e-08	2	3.2098041349898229e-06	1.0053436908988020e-07	2	false	smoothSolver	1.7265951916971169e-08	1.1268379344181771e-09	2	true	GAMG	1.0389759101098309e-06	1.0353907816574750e-07	37	true	smoothSolver	8.1794688710274338e-11	1.6030933024769019e-11	1	true
367                     	smoothSolver	7.3053228381872335e-07	3.2384838741028570e-08	2	3.1684489167309390e-06	1.0023250945412810e-07	2	false	smoothSolver	1.7084870327852151e-08	1.1171642639454080e-09	2	true	GAMG	1.0481146235038961e-06	1.0421452515660150e-07	37	true	smoothSolver	8.0877648218965716e-11	1.5858353684679100e-11	1	true
368                     	smoothSolver	7.2272506419787320e-07	3.2587508399729832e-08	2	3.1266988974447251e-06	1.0014835520800480e-07	2	false	smoothSolver	1.6908607394859830e-08	1.1076528118914090e-09	2	true	GAMG	1.0543277716360600e-06	1.0395317381079200e-07	37	true	smoothSolver	7.9983238832105555e-11	1.5687497958600931e-11	1	true
369                     	smoothSolver	7.1370802530416555e-07	3.2725922607032408e-08	2	3.0863641171125821e-06	1.0011909537751061e-07	2	false	smoothSolver	1.6736980012003750e-08	1.0983015415328311e-09	2	true	GAMG	1.0649285166050931e-06	1.0563806528641520e-07	36	true	smoothSolver	7.9114746242289123e-11	1.5519444529229659e-11	1	true
370                     	smoothSolver	7.0517487121714891e-07	3.2853761694318748e-08	2	3.0455674917334412e-06	1.0029467222728680e-07	2	false	smoothSolver	1.6570179805349311e-08	1.0890919791255819e-09	2	true	GAMG	1.0833126253015870e-06	1.0756355665210450e-07	35	true	smoothSolver	7.8269212921387892e-11	1.5353801125567640e-11	1	true
371                     	smoothSolver	6.9670819080791093e-07	3.2934463370953011e-08	2	3.0064783330117170e-06	1.0056736725958060e-07	2	false	smoothSolver	1.6408316385296751e-08	1.0800894666864560e-09	2	true	GAMG	1.0887517025324629e-06	1.0790506330377779e-07	35	true	smoothSolver	7.7393852546200016e-11	1.5189398755040940e-11	1	true
372                     	smoothSolver	6.8747591005983308e-07	3.2969775463689507e-08	2	2.9689263203401090e-06	1.0093230629770910e-07	2	false	smoothSolver	1.6250930244496118e-08	1.0712657173097710e-09	2	true	GAMG	1.0981234408284630e-06	1.0931279772798460e-07	35	true	smoothSolver	7.6560567748227324e-11	1.5028205136819030e-11	1	true
373                     	smoothSolver	6.7936765007246343e-07	3.3001530052976533e-08	2	2.9319155836803510e-06	1.0148205274415021e-07	2	false	smoothSolver	1.6099732283340530e-08	1.0626474864799439e-09	2	true	GAMG	1.1084808220058580e-06	1.0870939898614330e-07	35	true	smoothSolver	7.5739983941892635e-11	1.4870326128667722e-11	1	true
374                     	smoothSolver	6.7075306288824786e-07	3.2975578514841430e-08	2	2.8984374793649371e-06	1.0217543546437731e-07	2	false	smoothSolver	1.5954139000792081e-08	1.0542884780740100e-09	2	true	GAMG	1.1184027630203509e-06	1.1052387638584630e-07	34	true	smoothSolver	7.4957720887999178e-11	1.4715624771877229e-11	1	true
375                     	smoothSolver	6.6336791280851543e-07	3.2954649345624108e-08	2	2.8664733802910202e-06	1.0308380626624639e-07	2	false	smoothSolver	1.5812989790180040e-08	1.0461208484492390e-09	2	true	GAMG	1.1356797174771720e-06	1.1315347427960241e-07	33	true	smoothSolver	7.4199784353746404e-11	1.4563934918493089e-11	1	true
376                     	smoothSolver	6.5709322340352301e-07	3.2905665914102537e-08	2	2.8415263715225209e-06	1.0418428008566630e-07	2	false	smoothSolver	1.5675793301196261e-08	1.0380917494795990e-09	2	true	GAMG	1.1403719753532470e-06	1.1292668485652650e-07	33	true	smoothSolver	7.3404639393863673e-11	1.4413709745765020e-11	1	true
377                     	smoothSolver	6.5193909455749622e-07	3.2846715049536533e-08	2	2.8218134029233319e-06	1.0559681739632150e-07	2	false	smoothSolver	1.5542224597032261e-08	1.0302088732641159e-09	2	true	GAMG	1.1505496714532019e-06	1.1457959925973230e-07	33	true	smoothSolver	7.2673984812334328e-11	1.4267271334863680e-11	1	true
378                     	smoothSolver	6.4948092337367920e-07	3.2813295079724510e-08	2	2.8096237706611598e-06	1.0733774161534770e-07	2	false	smoothSolver	1.5412646696831649e-08	1.0224423233565141e-09	2	true	GAMG	1.1627224389059360e-06	1.1356121553462780e-07	33	true	smoothSolver	7.1969670676900586e-11	1.4123768149417659e-11	1	true
379                     	smoothSolver	6.4795086041176000e-07	3.2730482459281253e-08	2	2.8092976193471030e-06	1.0970585512693680e-07	2	false	smoothSolver	1.5286485605995569e-08	1.0147978351527770e-09	2	true	GAMG	1.1776096872816961e-06	1.1541751629549630e-07	32	true	smoothSolver	7.1436126617129923e-11	1.3984777690146940e-11	1	true
380                     	smoothSolver	6.4762107265062024e-07	3.2646562512057602e-08	2	2.8202506813052669e-06	1.1258297181016891e-07	2	false	smoothSolver	1.5163958114970329e-08	1.0073299603152240e-09	2	true	GAMG	1.2011299416474170e-06	1.1884622402772660e-07	31	true	smoothSolver	7.1105286991344770e-11	1.3848970794309060e-11	1	true
381                     	smoothSolver	6.4803908721638494e-07	3.2518231510274033e-08	2	2.8414634726588259e-06	1.1555672251721250e-07	2	false	smoothSolver	1.5044959000398681e-08	1.0000303967017251e-09	2	true	GAMG	1.2092323536977781e-06	1.1807683538712529e-07	31	true	smoothSolver	7.0885901810273680e-11	1.3715226499661250e-11	1	true
382                     	smoothSolver	6.4875671120948292e-07	3.2339687846333993e-08	2	2.8697399242194190e-06	1.1854716631876330e-07	2	false	smoothSolver	1.4929030389208619e-08	9.9287279005962910e-10	2	true	GAMG	1.2195060015022170e-06	1.2142809647534909e-07	30	true	smoothSolver	7.0726000650769227e-11	1.3586238047946550e-11	1	true
383                     	smoothSolver	6.4964779383092824e-07	3.2144735075760452e-08	2	2.9002172960222340e-06	1.2132479774922779e-07	2	false	smoothSolver	1.4815681770158801e-08	9.8585340047689559e-10	2	true	GAMG	1.2389859547956500e-06	1.2346850568945031e-07	30	true	smoothSolver	7.0324773297903080e-11	1.3459119157153610e-11	1	true
384                     	smoothSolver	6.5077255112996105e-07	3.1893343961699728e-08	2	2.9351329814692238e-06	1.2405442891562411e-07	2	false	smoothSolver	1.4705029784545979e-08	9.7896615354897871e-10	2	true	GAMG	1.2508084224027489e-06	1.2454729994528081e-07	30	true	smoothSolver	6.9742688234927834e-11	1.3333325260262290e-11	1	true
385                     	smoothSolver	6.5185770051735696e-07	3.1604040610615943e-08	2	2.9716951366354759e-06	1.2671069280686619e-07	2	false	smoothSolver	1.4596977584772130e-08	9.7219210546604814e-10	2	true	GAMG	1.2578071483307919e-06	1.2492046234266169e-07	30	true	smoothSolver	6.9062051727861418e-11	1.3210323807454679e-11	1	true
386                     	smoothSolver	6.5285027011064479e-07	3.1277137321527662e-08	2	3.0087157034028819e-06	1.2922009712491441e-07	2	false	smoothSolver	1.4492336987690421e-08	9.6549877525269442e-10	2	true	GAMG	1.2621044392296680e-06	1.2463822968591999e-07	30	true	smoothSolver	6.8351055712416046e-11	1.3089790097938051e-11	1	true
387                     	smoothSolver	6.5370222079121336e-07	3.0913368526711039e-08	2	3.0454790431625259e-06	1.3155911210586231e-07	2	false	smoothSolver	1.4390567079213000e-08	9.5892326778925034e-10	2	true	GAMG	1.2646320544384339e-06	1.2377191857282530e-07	30	true	smoothSolver	6.7637724615978890e-11	1.2972719547544530e-11	1	true
388                     	smoothSolver	6.5436491380168749e-07	3.0514594669929927e-08	2	3.0812387979644129e-06	1.3371498245388159e-07	2	false	smoothSolver	1.4291585708771030e-08	9.5248931189264788e-10	2	true	GAMG	1.2654330603313530e-06	1.2635526063437721e-07	29	true	smoothSolver	6.6956376914194606e-11	1.2858902739214051e-11	1	true
389                     	smoothSolver	6.5460327519261325e-07	3.0082160608208159e-08	2	3.1156649417739199e-06	1.3567967076897299e-07	2	false	smoothSolver	1.4194584310657680e-08	9.4619694609254578e-10	2	true	GAMG	1.2631898601318600e-06	1.2625437106464821e-07	27	true	smoothSolver	6.6273782840239371e-11	1.2748141233446530e-11	1	true
390                     	smoothSolver	6.5487837959511920e-07	2.9603634471957002e-08	2	3.1472551134911440e-06	1.3750405717784969e-07	2	false	smoothSolver	1.4100008932141521e-08	9.4002324652798716e-10	2	true	GAMG	1.2571663065899150e-06	1.2555289971295040e-07	29	true	smoothSolver	6.5567964752626411e-11	1.2637738296302230e-11	1	true
391                     	smoothSolver	6.5478424034008041e-07	2.9137086271997270e-08	2	3.1776864935698682e-06	1.3898809378779691e-07	2	false	smoothSolver	1.4007772825177091e-08	9.3402631607661833e-10	2	true	GAMG	1.2520592534488399e-06	1.2126130900288970e-07	29	true	smoothSolver	6.4922375452096728e-11	1.2531905002034349e-11	1	true
392                     	smoothSolver	6.5438432313005643e-07	2.8598166032781971e-08	2	3.2038211517514240e-06	1.4038721314550269e-07	2	false	smoothSolver	1.3917217892709280e-08	9.2813271585033999e-10	2	true	GAMG	1.2459313629402949e-06	1.2235398711313739e-07	28	true	smoothSolver	6.4314106344006000e-11	1.2430636220777291e-11	1	true
393                     	smoothSolver	6.5353196883973914e-07	2.8069969956193239e-08	2	3.2277586275945419e-06	1.4144840496464460e-07	2	false	smoothSolver	1.3829382635832490e-08	9.2236259378685752e-10	2	true	GAMG	1.2490087719779760e-06	1.2232175236270250e-07	28	true	smoothSolver	6.3690441223846077e-11	1.2330485532255251e-11	1	true
394                     	smoothSolver	6.5243242264075615e-07	2.7504954916883488e-08	2	3.2485733761479302e-06	1.4234459842281830e-07	2	false	smoothSolver	1.3743442956571229e-08	9.1670471763010199e-10	2	true	GAMG	1.2433924917908531e-06	1.2162131322539711e-07	28	true	smoothSolver	6.3085518729527375e-11	1.2232382240678390e-11	1	true
395                     	smoothSolver	6.5093636694117492e-07	2.6922248686834129e-08	2	3.2661514232528620e-06	1.4303608776711341e-07	2	false	smoothSolver	1.3659460391445270e-08	9.1116679872200738e-10	2	true	GAMG	1.2319570501209261e-06	1.2064755143831501e-07	28	true	smoothSolver	6.2513709245357966e-11	1.2138071442367200e-11	1	true
396                     	smoothSolver	6.4906088303040461e-07	2.6323161792043319e-08	2	3.2802907492969210e-06	1.4350773580292390e-07	2	false	smoothSolver	1.3577174238512840e-08	9.0575683865784731e-10	2	true	GAMG	1.2186128792091080e-06	1.1948915249138371e-07	28	true	smoothSolver	6.1961987365660258e-11	1.2045556923131620e-11	1	true
397                     	smoothSolver	6.4681641950639055e-07	2.5709215076033530e-08	2	3.2909810992682270e-06	1.4375994663931900e-07	2	false	smoothSolver	1.3496504488534540e-08	9.0046987766420560e-10	2	true	GAMG	1.2042571889849191e-06	1.1816372441444630e-07	28	true	smoothSolver	6.1428776622952168e-11	1.1955090347079630e-11	1	true
398                     	smoothSolver	6.4420452940020679e-07	2.5083445808045999e-08	2	3.2982179294183629e-06	1.4379644060464730e-07	2	false	smoothSolver	1.3417080020427610e-08	8.9528361014648426e-10	2	true	GAMG	1.1890540099989859e-06	1.1668343456085130e-07	28	true	smoothSolver	6.0914074816051000e-11	1.1867968015673050e-11	1	true
399                     	smoothSolver	6.4122848217017991e-07	2.4449061878929610e-08	2	3.3019896096164081e-06	1.4361935570658861e-07	2	false	smoothSolver	1.3339312859179031e-08	8.9021348873402655e-10	2	true	GAMG	1.1730044852381239e-06	1.1507981821097029e-07	28	true	smoothSolver	6.0419166053249590e-11	1.1784823281790689e-11	1	true
400                     	smoothSolver	6.3789515572782001e-07	2.3809243184693731e-08	2	3.3023045386313278e-06	1.4323241397896400e-07	2	false	smoothSolver	1.3263083585811289e-08	8.8518137494360361e-10	2	true	GAMG	1.1559973352534860e-06	1.1339187547524311e-07	28	true	smoothSolver	5.9943081373794159e-11	1.1703479069520090e-11	1	true
401                     	smoothSolver	6.3421141183566936e-07	2.3167253881297990e-08	2	3.2991914262046772e-06	1.4263912228304559e-07	2	false	smoothSolver	1.3188019103946770e-08	8.8019454926292028e-10	2	true	GAMG	1.1380318128572140e-06	1.1165518563410690e-07	28	true	smoothSolver	5.9478023653893784e-11	1.1623206517855961e-11	1	true
402                     	smoothSolver	6.3019060933439732e-07	2.2525947258297018e-08	2	3.2926939013882999e-06	1.4184311156017321e-07	2	false	smoothSolver	1.3114406298032140e-08	8.7529245815344189e-10	2	true	GAMG	1.1190945126746281e-06	1.0990664010526349e-07	28	true	smoothSolver	5.9028234363905810e-11	1.1545198319760281e-11	1	true
403                     	smoothSolver	6.2584599121394991e-07	2.1887998726770280e-08	2	3.2828758500654538e-06	1.4084908482234740e-07	2	false	smoothSolver	1.3041916930381681e-08	8.7046344994608403e-10	2	true	GAMG	1.0992427316817210e-06	1.0816998491763920e-07	28	true	smoothSolver	5.8598038576387595e-11	1.1470812327504291e-11	1	true
404                     	smoothSolver	6.2119355920817879e-07	2.1255857915262628e-08	2	3.2698008717158872e-06	1.3966084598182179e-07	2	false	smoothSolver	1.2970545630977839e-08	8.6571529947732012e-10	2	true	GAMG	1.0784501515775821e-06	1.0646025778301671e-07	28	true	smoothSolver	5.8181719564983968e-11	1.1398350864779240e-11	1	true
405                     	smoothSolver	6.1625146522663896e-07	2.0631919825424849e-08	2	3.2535649166330181e-06	1.3828238796653100e-07	2	false	smoothSolver	1.2900389459116580e-08	8.6105601954940471e-10	2	true	GAMG	1.0569433129528301e-06	1.0478643177598840e-07	28	true	smoothSolver	5.7781114824801651e-11	1.1328464803053830e-11	1	true
406                     	smoothSolver	6.1103513368693157e-07	2.0018334132388859e-08	2	3.2342660264290140e-06	1.3671917416175409e-07	2	false	smoothSolver	1.2831471284210380e-08	8.5646195289802723e-10	2	true	GAMG	1.0347033701908761e-06	1.0314624909002420e-07	28	true	smoothSolver	5.7394072840237542e-11	1.1261397475384330e-11	1	true
407                     	smoothSolver	6.0556873536279083e-07	1.9417185117172421e-08	2	3.2120290125852181e-06	1.3497789536588591e-07	2	false	smoothSolver	1.2763733687145650e-08	8.5194139591853585e-10	2	true	GAMG	1.0118150243346590e-06	1.0097566481331900e-07	29	true	smoothSolver	5.7010012798983233e-11	1.1196559411131680e-11	1	true
408                     	smoothSolver	5.9979619437824936e-07	1.8833183097167721e-08	2	3.1872536916003950e-06	1.3306678847904349e-07	2	false	smoothSolver	1.2696768590137660e-08	8.4745717943778926e-10	2	true	GAMG	9.7618738973225677e-07	9.4625695014949491e-08	29	true	smoothSolver	5.6636863541244149e-11	1.1133849850034560e-11	1	true
